base name:
rabbitmq-log-rabbitmq_controller__proof__liveness__resource_match__lemma_from_after_get_resource_step_to_after_create_resource_step.smt2

query path:
dbg/rabbitmq-log-rabbitmq_controller__proof__liveness__resource_match__lemma_from_after_get_resource_step_to_after_create_resource_step.smt2/orig.smt2

trace path:
dbg/rabbitmq-log-rabbitmq_controller__proof__liveness__resource_match__lemma_from_after_get_resource_step_to_after_create_resource_step.smt2/traces/rename.7482608532762354548

10129 unknown

verus procedure:
Function-Def rabbitmq_controller::rabbitmq_controller::proof::liveness::resource_match::lemma_from_after_get_resource_step_to_after_create_resource_step
controller_examples/rabbitmq_controller/proof/liveness/resource_match.rs:506

traced instantiations:
QID                                                                                    T    P0    P1    P2
internal_rabbitmq_controller!kubernetes_api_objects.spec.container.impl&__0...        18     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.container.impl&__6...        18     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.pod.impl&__2.defau...        18     0     0     0
mariposa_qid_218                                                                      18     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.container.impl&__5...        18     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.container.impl&__6...        18     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.container.impl&__4...        18     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.container.impl&__5...        18     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.message.impl&__5.creat...        18     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.pod.PodSpecView./P...        18     0     0     0
internal_rabbitmq_controller!rabbitmq_controller.trusted.spec_types.Rabbitm...        18     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.container.impl&__0...        18     0     0     0
internal_rabbitmq_controller!rabbitmq_controller.model.resource.role_bindin...        18     1     1     1
internal_rabbitmq_controller!kubernetes_api_objects.spec.pod_template_spec....        18     0     0     0
internal_rabbitmq_controller__rabbitmq_controller__trusted__spec_types__Rab...        18     0     0     0
internal_rabbitmq_controller!rabbitmq_controller.trusted.spec_types.Rabbitm...        18     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.container.impl&__0...        18     0     0     0
internal_rabbitmq_controller!rabbitmq_controller.model.resource.role_bindin...        18     2     2     2
internal_rabbitmq_controller!kubernetes_api_objects.spec.container.impl&__0...        18     0     0     0
internal_rabbitmq_controller!temporal_logic.defs.lift_state.?_pre_post_defi...        18     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.container.impl&__6...        18     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.pod.PodSpecView./P...        18     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.pod.PodSpecView./P...        18     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.container.impl&__7...        18     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.container.impl&__3...        18     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.message.impl&__5.creat...        18     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.container.impl&__5...        18     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.pod_template_spec....        18     0     0     0
internal_rabbitmq_controller!rabbitmq_controller.trusted.spec_types.Rabbitm...        18     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.container.impl&__2...        18     0     0     0
internal_rabbitmq_controller!rabbitmq_controller.trusted.spec_types.Rabbitm...        18     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.service_account.Se...        18     1     1     1
internal_rabbitmq_controller!kubernetes_api_objects.spec.container.impl&__5...        18     0     0     0
internal_rabbitmq_controller!rabbitmq_controller.trusted.spec_types.Rabbitm...        18     0     0     0
mariposa_qid_217                                                                      18     2     1     1
internal_rabbitmq_controller!kubernetes_api_objects.spec.container.impl&__7...        18     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.container.impl&__0...        18     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.container.impl&__5...        18     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.client.state_machine.i...        17     0     0     0
internal_rabbitmq_controller__kubernetes_api_objects__spec__stateful_set__S...        17     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.client.state_machine.i...        17     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.client.state_machine.i...        17     0     0     0
internal_rabbitmq_controller!rabbitmq_controller.model.resource.stateful_se...        17     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.client.state_machine.i...        17     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.client.state_machine.i...        17     1     1     1
mariposa_qid_276                                                                      17
- [root]                                                                              15     1     1     1
- mariposa_qid_275                                                                     0     0     0     0
- user_rabbitmq_controller__rabbitmq_controller__proof__liveness__resource_ma...       2     1     1     1
internal_rabbitmq_controller!kubernetes_cluster.spec.client.state_machine.i...        17     0     0     0
internal_rabbitmq_controller!rabbitmq_controller.model.resource.service_acc...        17     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.stateful_set.State...        17     0     0     0
mariposa_qid_230                                                                      17     8     8     8
internal_rabbitmq_controller!rabbitmq_controller.model.resource.stateful_se...        17     2     2     2
internal_rabbitmq_controller!rabbitmq_controller.model.resource.service_acc...        17     1     1     1
internal_rabbitmq_controller!kubernetes_cluster.spec.client.state_machine.i...        17     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.client.state_machine.i...        17     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.pod.PodSpecView./P...        16     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.pod.PodSpecView./P...        16     0     0     0
internal_vstd__seq__Seq<rabbitmq_controller!kubernetes_api_objects.spec.rol...        16     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.pod.PodSpecView./P...        16     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.service_account.Se...        16     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.role.RoleView./Rol...        16     0     0     0
internal_rabbitmq_controller__kubernetes_api_objects__spec__stateful_set__S...        16     0     0     0
internal_vstd__seq__Seq<rabbitmq_controller!kubernetes_api_objects.spec.rol...        16     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.container.Containe...        16     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.pod.PodSpecView./P...        16     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.pod.PodSpecView./P...        16     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.container.TCPSocke...        16     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.container.TCPSocke...        16     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.pod.PodSpecView./P...        16     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.api_method.APIResp...        16     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.pod.PodSpecView./P...        16     0     0     0
internal_vstd__seq__Seq<rabbitmq_controller!kubernetes_api_objects.spec.rol...        16     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.role.RoleView./Rol...        16     2     2     2
internal_rabbitmq_controller!kubernetes_api_objects.spec.pod.PodSpecView./P...        16     0     0     0
internal_rabbitmq_controller__kubernetes_api_objects__spec__container__Secu...        15     0     0     0
internal_rabbitmq_controller__kubernetes_api_objects__spec__container__Secu...        15     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.stateful_set.State...        15     0     0     0
internal_rabbitmq_controller__kubernetes_api_objects__spec__container__Secu...        15     0     0     0
internal_vstd__seq__Seq<rabbitmq_controller!kubernetes_api_objects.spec.pod...        15     0     0     0
internal_rabbitmq_controller__kubernetes_api_objects__spec__pod__PodSecurit...        15     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.api_method.APIRequ...        15     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.api_method.GetResp...        15     2     2     2
internal_core!result.Result./Err/0_accessor_definition                                15     0     0     0
internal_rabbitmq_controller!rabbitmq_controller.model.resource.service.mak...        15     0     0     0
internal_vstd__seq__Seq<rabbitmq_controller!kubernetes_api_objects.spec.rol...        15     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.api_method.GetResp...        15     0     0     0
internal_rabbitmq_controller!rabbitmq_controller.model.resource.service.mak...        15     2     2     2
internal_vstd__seq__Seq<rabbitmq_controller!kubernetes_api_objects.spec.rol...        15     0     0     0
internal_rabbitmq_controller__kubernetes_api_objects__spec__stateful_set__S...        15     0     0     0
internal_vstd__seq__Seq<rabbitmq_controller!kubernetes_api_objects.spec.rol...        15     0     0     0
internal_rabbitmq_controller__kubernetes_api_objects__spec__pod__PodSecurit...        15     0     0     0
internal_vstd__seq__Seq<rabbitmq_controller!kubernetes_api_objects.spec.pod...        15     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.pod_template_spec....        15     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.cluster.Cluster./Clust...        15     1     1     1
internal_vstd__seq__Seq<rabbitmq_controller!kubernetes_api_objects.spec.pod...        15     0     0     0
internal_rabbitmq_controller__kubernetes_api_objects__spec__pod__PodSecurit...        15     0     0     0
